EmployeeID,EmployeeName,Gender,Age,Department,JobRole,Salary,Bonus,PerformanceRating,TrainingHours,AttendancePercent,LeaveDays,OvertimeHours,WorkMode,RecruitmentSource,JobSatisfaction,Attrition,AttritionFlag,AgeGroup,SalaryBand,AttendanceStatus,LeaveCategory
EMP0314,Employee_314,Female,59,Finance,Executive,70134,14220,3,74,78.1,19,9,Remote,Agency,1,No,0,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0315,Employee_315,Female,43,Finance,Director,50345,6331,3,30,77.7,1,18,Hybrid,LinkedIn,5,No,0,40-49,Low (<$70k),Needs Attention,Low (<5 days)
EMP0316,Employee_316,Female,23,Operations,Manager,81185,19896,3,36,92.2,23,30,Remote,Website,1,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0317,Employee_317,Male,45,Finance,Specialist,155464,13397,3,79,81.5,17,16,Hybrid,Referral,3,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0318,Employee_318,Male,29,Finance,Analyst,132949,17883,3,53,81.4,20,8,Hybrid,LinkedIn,4,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0319,Employee_319,Male,32,HR,Manager,110744,10291,3,37,100,26,32,Remote,Referral,3,No,0,30-39,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0320,Employee_320,Male,34,Operations,Analyst,73455,18542,4,54,79.7,21,33,Hybrid,Referral,4,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0321,Employee_321,Female,38,Sales,Manager,155217,10164,4,26,78.7,10,23,Remote,LinkedIn,5,Yes,1,30-39,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0322,Employee_322,Female,29,IT,Manager,68018,10450,3,49,77.5,12,8,Hybrid,Website,1,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0323,Employee_323,Female,42,Finance,Executive,94219,2035,3,12,89.5,7,6,Remote,Agency,2,No,0,40-49,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0324,Employee_324,Male,39,IT,Specialist,85991,11463,3,85,90.7,26,15,Hybrid,LinkedIn,2,No,0,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0325,Employee_325,Female,51,Sales,Specialist,113616,7977,1,85,84.1,0,18,Remote,Website,4,No,0,50+,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0326,Employee_326,Female,39,IT,Manager,127438,17241,3,75,88.4,16,38,Hybrid,Referral,4,No,0,30-39,High (>$120k),Good,High (>15 days)
EMP0327,Employee_327,Female,52,Sales,Director,156841,12182,3,55,94.7,11,5,Hybrid,LinkedIn,3,Yes,1,50+,High (>$120k),Good,Medium (5-15 days)
EMP0328,Employee_328,Female,59,HR,Director,49486,298,4,95,95.5,3,10,Hybrid,Agency,2,No,0,50+,Low (<$70k),Excellent,Low (<5 days)
EMP0329,Employee_329,Male,53,Finance,Analyst,78862,923,1,96,98.9,20,11,Remote,Agency,3,No,0,50+,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0330,Employee_330,Male,32,Sales,Analyst,98870,13331,3,39,95.6,12,12,On-site,Referral,5,No,0,30-39,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0331,Employee_331,Male,46,IT,Executive,126694,19183,3,78,89.1,28,11,Hybrid,LinkedIn,2,No,0,40-49,High (>$120k),Good,High (>15 days)
EMP0332,Employee_332,Female,54,Finance,Manager,145996,6578,3,18,79.5,8,20,Hybrid,Agency,5,No,0,50+,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0333,Employee_333,Male,59,HR,Analyst,83856,4875,2,94,77.5,26,9,Remote,LinkedIn,1,No,0,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0334,Employee_334,Male,29,Finance,Analyst,141407,12254,5,20,76.4,29,19,Hybrid,Agency,3,Yes,1,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0335,Employee_335,Male,32,Sales,Manager,140744,18186,3,78,91.7,6,35,Hybrid,Referral,4,No,0,30-39,High (>$120k),Good,Medium (5-15 days)
EMP0336,Employee_336,Male,43,HR,Executive,126055,10905,3,75,95.2,22,27,Hybrid,Referral,2,No,0,40-49,High (>$120k),Excellent,High (>15 days)
EMP0337,Employee_337,Female,45,IT,Analyst,71379,13353,3,97,87.7,23,23,Hybrid,LinkedIn,3,No,0,40-49,Medium ($70k-$120k),Good,High (>15 days)
EMP0338,Employee_338,Female,38,HR,Executive,104729,15882,3,40,76.4,4,4,On-site,Website,4,No,0,30-39,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0339,Employee_339,Male,33,HR,Specialist,68378,19041,3,42,88.4,4,36,On-site,Website,1,No,0,30-39,Low (<$70k),Good,Low (<5 days)
EMP0340,Employee_340,Male,53,Operations,Executive,145428,19730,2,48,98.4,16,11,Hybrid,Referral,2,No,0,50+,High (>$120k),Excellent,High (>15 days)
EMP0341,Employee_341,Male,36,HR,Director,94353,9663,2,55,89.9,29,34,Hybrid,Agency,5,No,0,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0342,Employee_342,Male,37,HR,Director,89996,19333,4,46,95.2,8,39,Hybrid,Website,1,No,0,30-39,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0343,Employee_343,Male,43,Finance,Executive,54031,941,3,69,95,5,1,On-site,Referral,4,Yes,1,40-49,Low (<$70k),Excellent,Low (<5 days)
EMP0344,Employee_344,Male,49,IT,Director,120072,1907,3,40,98.3,24,38,On-site,Agency,2,No,0,40-49,High (>$120k),Excellent,High (>15 days)
EMP0345,Employee_345,Male,41,Finance,Specialist,105982,4837,3,20,94.3,18,8,Remote,Agency,2,No,0,40-49,Medium ($70k-$120k),Good,High (>15 days)
EMP0346,Employee_346,Female,54,Finance,Manager,76683,13680,4,96,93.7,15,21,Remote,Website,1,Yes,1,50+,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0347,Employee_347,Female,31,Sales,Director,154091,17627,2,11,80.9,20,4,Hybrid,Referral,2,No,0,30-39,High (>$120k),Needs Attention,High (>15 days)
EMP0348,Employee_348,Male,53,Finance,Director,157797,5696,3,36,76.5,1,11,Hybrid,Agency,4,No,0,50+,High (>$120k),Needs Attention,Low (<5 days)
EMP0349,Employee_349,Male,54,Operations,Executive,57618,16226,2,11,87.9,9,0,On-site,Agency,1,No,0,50+,Low (<$70k),Good,Medium (5-15 days)
EMP0350,Employee_350,Female,23,Operations,Specialist,46587,13543,1,30,78.1,15,21,Hybrid,LinkedIn,5,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0351,Employee_351,Male,54,Sales,Manager,102790,12615,2,67,99.1,4,37,Hybrid,LinkedIn,1,No,0,50+,Medium ($70k-$120k),Excellent,Low (<5 days)
EMP0352,Employee_352,Female,54,IT,Executive,71480,1466,4,14,82.2,14,18,On-site,Website,1,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0353,Employee_353,Female,34,IT,Executive,138530,18350,2,61,96.3,12,15,On-site,LinkedIn,5,No,0,30-39,High (>$120k),Excellent,Medium (5-15 days)
EMP0354,Employee_354,Male,51,Finance,Specialist,60527,375,1,54,84.7,12,30,On-site,Referral,4,No,0,50+,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0355,Employee_355,Male,54,Finance,Manager,63569,262,3,94,83.1,12,2,On-site,Website,3,No,0,50+,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0356,Employee_356,Female,34,Finance,Specialist,51151,11580,4,29,98.4,14,22,Remote,Website,3,Yes,1,30-39,Low (<$70k),Excellent,Medium (5-15 days)
EMP0357,Employee_357,Male,47,IT,Manager,111094,10136,3,70,84.1,13,17,On-site,LinkedIn,5,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0358,Employee_358,Female,43,HR,Specialist,99174,7833,3,47,84.8,7,25,On-site,Agency,4,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0359,Employee_359,Female,23,Operations,Executive,84739,1893,1,29,77.7,10,12,Hybrid,Referral,2,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0360,Employee_360,Female,59,HR,Executive,72954,8106,3,34,91.8,17,17,Hybrid,Referral,5,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0361,Employee_361,Male,47,HR,Analyst,152984,11826,3,11,82.2,23,2,Hybrid,Referral,3,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0362,Employee_362,Female,36,IT,Director,152863,1652,3,41,89.6,3,22,Remote,Website,4,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0363,Employee_363,Male,55,HR,Specialist,149373,599,3,35,89.8,25,2,On-site,Referral,1,Yes,1,50+,High (>$120k),Good,High (>15 days)
EMP0364,Employee_364,Female,32,Sales,Analyst,75303,18296,3,79,93,9,24,On-site,Agency,4,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0365,Employee_365,Female,24,Finance,Director,74700,8792,2,50,93.6,0,26,Remote,Agency,4,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,Low (<5 days)
EMP0366,Employee_366,Male,27,Sales,Specialist,133036,3637,3,76,87.9,28,26,On-site,LinkedIn,3,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Good,High (>15 days)
EMP0367,Employee_367,Female,30,Operations,Manager,107568,10355,2,10,83.3,4,38,Hybrid,Referral,3,No,0,30-39,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0368,Employee_368,Female,27,Finance,Director,106788,15989,4,60,95.9,12,24,Remote,Website,2,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0369,Employee_369,Male,30,HR,Executive,111045,9290,5,14,82.7,0,23,On-site,LinkedIn,2,No,0,30-39,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0370,Employee_370,Male,52,Operations,Analyst,77842,5599,5,22,87.7,22,7,Remote,Agency,5,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0371,Employee_371,Male,53,Finance,Director,53900,14342,4,28,85,7,8,Remote,Referral,1,Yes,1,50+,Low (<$70k),Good,Medium (5-15 days)
EMP0372,Employee_372,Male,33,HR,Director,120059,13945,3,21,96.4,2,36,On-site,Agency,2,No,0,30-39,High (>$120k),Excellent,Low (<5 days)
EMP0373,Employee_373,Male,29,Sales,Executive,41881,10762,3,57,85.8,2,29,Hybrid,LinkedIn,3,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Good,Low (<5 days)
EMP0374,Employee_374,Female,29,Finance,Specialist,73037,14312,3,34,84.7,6,18,On-site,Agency,4,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0375,Employee_375,Male,49,HR,Manager,41630,7382,3,66,92.2,3,15,On-site,Referral,5,No,0,40-49,Low (<$70k),Good,Low (<5 days)
EMP0376,Employee_376,Male,41,Sales,Executive,60789,8982,3,44,90.1,2,23,Hybrid,Referral,2,No,0,40-49,Low (<$70k),Good,Low (<5 days)
EMP0377,Employee_377,Female,28,Operations,Manager,128059,19953,3,85,77.7,14,20,On-site,LinkedIn,4,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,Medium (5-15 days)
EMP0378,Employee_378,Male,32,Operations,Specialist,123494,7707,4,14,87.7,7,35,On-site,Referral,4,No,0,30-39,High (>$120k),Good,Medium (5-15 days)
EMP0379,Employee_379,Female,41,Operations,Director,86151,17130,3,31,93.4,2,39,On-site,Agency,2,No,0,40-49,Medium ($70k-$120k),Good,Low (<5 days)
EMP0380,Employee_380,Male,37,Operations,Manager,88920,4633,3,86,99.8,28,38,Remote,Agency,1,No,0,30-39,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0381,Employee_381,Male,25,IT,Analyst,149388,17304,4,66,90.7,29,5,Remote,Website,1,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Good,High (>15 days)
EMP0382,Employee_382,Female,27,Finance,Analyst,107231,9269,2,56,84.3,6,4,Remote,Website,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0383,Employee_383,Female,43,Finance,Executive,157946,13778,3,63,80.7,17,13,On-site,Website,1,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0384,Employee_384,Female,47,IT,Specialist,120357,7008,4,12,96.8,10,3,Hybrid,Agency,5,No,0,40-49,High (>$120k),Excellent,Medium (5-15 days)
EMP0385,Employee_385,Female,24,HR,Executive,43262,15523,3,62,95.4,10,7,Remote,Agency,3,Yes,1,<30 (Gen Z/Young Millennial),Low (<$70k),Excellent,Medium (5-15 days)
EMP0386,Employee_386,Female,35,HR,Executive,106981,18765,3,93,80.8,16,23,Hybrid,LinkedIn,2,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0387,Employee_387,Male,32,Operations,Executive,121972,3618,3,40,80,27,10,On-site,Website,4,Yes,1,30-39,High (>$120k),Needs Attention,High (>15 days)
EMP0388,Employee_388,Male,39,Sales,Analyst,115485,272,3,78,92.9,5,16,Remote,Agency,5,No,0,30-39,Medium ($70k-$120k),Good,Low (<5 days)
EMP0389,Employee_389,Female,33,HR,Analyst,94722,13007,4,97,82.9,7,20,On-site,LinkedIn,1,No,0,30-39,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0390,Employee_390,Female,44,Sales,Executive,129499,18157,3,42,82.7,0,25,Hybrid,Agency,5,Yes,1,40-49,High (>$120k),Needs Attention,Low (<5 days)
EMP0391,Employee_391,Non-Binary,33,Finance,Analyst,90818,2547,3,81,78.8,28,26,Remote,LinkedIn,5,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0392,Employee_392,Male,34,Sales,Specialist,69932,3164,2,97,81.6,9,15,Remote,Website,1,No,0,30-39,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0393,Employee_393,Male,46,Finance,Executive,46901,14414,1,59,85.7,27,25,Remote,Website,1,No,0,40-49,Low (<$70k),Good,High (>15 days)
EMP0394,Employee_394,Female,40,IT,Analyst,157473,14327,5,93,93.3,24,32,Remote,Website,2,No,0,40-49,High (>$120k),Good,High (>15 days)
EMP0395,Employee_395,Male,57,IT,Manager,139023,15576,3,25,83.4,18,30,Hybrid,Agency,4,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0396,Employee_396,Female,29,Operations,Executive,48597,946,3,85,83.2,2,5,Remote,Agency,2,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Low (<5 days)
EMP0397,Employee_397,Female,50,HR,Executive,103909,14693,2,86,82.1,3,7,On-site,LinkedIn,2,Yes,1,50+,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0398,Employee_398,Male,53,Operations,Specialist,112391,16890,3,48,87,10,6,Remote,Referral,1,No,0,50+,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0399,Employee_399,Female,39,Finance,Director,124214,15540,4,98,79.5,14,33,Hybrid,Referral,1,No,0,30-39,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0400,Employee_400,Female,27,Operations,Director,48263,6719,3,55,87.1,0,13,Remote,Website,4,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Good,Low (<5 days)
EMP0401,Employee_401,Male,39,Sales,Specialist,103293,8435,2,97,92.6,8,15,Hybrid,Referral,5,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0402,Employee_402,Female,40,Finance,Specialist,152824,11350,3,56,75.7,10,8,Hybrid,Website,2,No,0,40-49,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0403,Employee_403,Male,43,IT,Specialist,65805,3590,4,53,75.2,18,9,On-site,LinkedIn,4,No,0,40-49,Low (<$70k),Needs Attention,High (>15 days)
EMP0404,Employee_404,Female,58,HR,Director,131679,10064,3,18,76.9,12,16,Remote,Referral,2,No,0,50+,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0405,Employee_405,Male,53,Finance,Specialist,51874,17576,4,96,88.4,25,11,Remote,Referral,5,No,0,50+,Low (<$70k),Good,High (>15 days)
EMP0406,Employee_406,Female,24,Finance,Analyst,133065,17848,3,59,96.4,15,5,Remote,Website,2,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,Medium (5-15 days)
EMP0407,Employee_407,Male,49,Sales,Executive,126402,390,4,86,75.1,3,18,On-site,LinkedIn,3,No,0,40-49,High (>$120k),Needs Attention,Low (<5 days)
EMP0408,Employee_408,Male,31,HR,Executive,54079,12668,3,69,98.4,0,28,On-site,Referral,4,No,0,30-39,Low (<$70k),Excellent,Low (<5 days)
EMP0409,Employee_409,Female,56,IT,Manager,89850,11569,2,24,77.7,19,5,Hybrid,Referral,1,Yes,1,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0410,Employee_410,Male,50,Finance,Manager,112779,13029,3,45,96,12,24,Hybrid,Referral,2,No,0,50+,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0411,Employee_411,Male,36,Finance,Executive,135408,13107,3,72,87.1,0,23,Hybrid,LinkedIn,4,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0412,Employee_412,Female,54,Sales,Analyst,49018,2560,4,78,91.5,4,24,On-site,LinkedIn,4,No,0,50+,Low (<$70k),Good,Low (<5 days)
EMP0413,Employee_413,Female,28,Operations,Director,89500,5867,4,95,87.8,4,15,On-site,Referral,2,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,Low (<5 days)
EMP0414,Employee_414,Female,33,IT,Director,52100,15284,3,89,86.9,13,15,On-site,Website,1,No,0,30-39,Low (<$70k),Good,Medium (5-15 days)
EMP0415,Employee_415,Female,51,HR,Analyst,97021,1211,3,50,95.9,26,5,Hybrid,Website,1,No,0,50+,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0416,Employee_416,Male,42,Finance,Director,154995,9121,3,83,93.9,22,36,On-site,Referral,2,No,0,40-49,High (>$120k),Good,High (>15 days)
EMP0417,Employee_417,Male,52,Finance,Specialist,59800,1539,4,33,87.1,13,20,Hybrid,LinkedIn,4,No,0,50+,Low (<$70k),Good,Medium (5-15 days)
EMP0418,Employee_418,Male,45,IT,Executive,103400,17027,3,91,77.8,7,3,Hybrid,Referral,1,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0419,Employee_419,Female,41,Operations,Executive,132446,8693,3,58,77.9,3,33,Remote,LinkedIn,2,Yes,1,40-49,High (>$120k),Needs Attention,Low (<5 days)
EMP0420,Employee_420,Female,58,Finance,Analyst,69437,8921,3,27,95,6,27,Remote,Referral,2,No,0,50+,Low (<$70k),Excellent,Medium (5-15 days)
EMP0421,Employee_421,Female,25,IT,Director,143124,17667,1,16,88.2,19,37,Remote,LinkedIn,2,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Good,High (>15 days)
EMP0422,Employee_422,Female,49,Sales,Manager,116537,10310,3,13,87,18,27,Hybrid,Agency,4,No,0,40-49,Medium ($70k-$120k),Good,High (>15 days)
EMP0423,Employee_423,Male,41,Operations,Manager,86675,12744,3,99,92,14,16,Remote,Website,1,No,0,40-49,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0424,Employee_424,Male,45,HR,Director,59942,4386,2,78,96.5,21,13,Remote,Agency,4,No,0,40-49,Low (<$70k),Excellent,High (>15 days)
EMP0425,Employee_425,Male,53,Finance,Manager,60862,17303,5,69,90.7,3,6,Remote,Website,3,No,0,50+,Low (<$70k),Good,Low (<5 days)
EMP0426,Employee_426,Female,57,IT,Analyst,51669,12242,3,64,94.1,29,21,On-site,LinkedIn,1,No,0,50+,Low (<$70k),Good,High (>15 days)
EMP0427,Employee_427,Male,55,Sales,Analyst,93772,18723,2,25,94.1,18,0,Hybrid,Agency,4,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0428,Employee_428,Female,57,HR,Director,55916,14257,3,99,83.9,8,28,Remote,Website,1,No,0,50+,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0429,Employee_429,Male,23,IT,Manager,50878,8947,4,91,81.9,20,30,On-site,Referral,3,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,High (>15 days)
EMP0430,Employee_430,Male,36,IT,Analyst,42985,13946,3,38,95,12,29,On-site,LinkedIn,5,No,0,30-39,Low (<$70k),Excellent,Medium (5-15 days)
EMP0431,Employee_431,Male,55,HR,Analyst,137905,5930,3,32,84.4,13,14,On-site,LinkedIn,2,No,0,50+,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0432,Employee_432,Female,57,Sales,Specialist,113648,5402,1,23,97.6,22,17,Remote,Referral,4,No,0,50+,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0433,Employee_433,Female,27,Sales,Specialist,81235,16017,1,88,76.7,27,34,On-site,Referral,3,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0434,Employee_434,Male,33,Operations,Analyst,58931,507,3,58,76.5,13,29,Hybrid,Website,3,No,0,30-39,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0435,Employee_435,Male,24,Finance,Director,132876,1436,4,42,98.2,21,33,On-site,LinkedIn,1,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,High (>15 days)
EMP0436,Employee_436,Female,39,HR,Executive,40336,11618,4,34,91.2,9,10,On-site,Website,1,No,0,30-39,Low (<$70k),Good,Medium (5-15 days)
EMP0437,Employee_437,Male,42,HR,Executive,82933,8750,2,30,84.5,15,26,On-site,Referral,2,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0438,Employee_438,Female,36,HR,Analyst,124899,16122,3,26,93.9,4,23,On-site,LinkedIn,1,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0439,Employee_439,Female,54,Sales,Analyst,85536,7354,4,32,91.8,22,34,Hybrid,Referral,4,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0440,Employee_440,Male,56,Finance,Analyst,109504,11294,3,66,88.3,26,38,Remote,Website,4,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0441,Employee_441,Male,47,Operations,Director,139214,13840,4,90,77.5,5,7,Hybrid,Website,4,No,0,40-49,High (>$120k),Needs Attention,Low (<5 days)
EMP0442,Employee_442,Non-Binary,29,IT,Specialist,91148,4399,2,67,95.3,25,17,Hybrid,Website,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,High (>15 days)
EMP0443,Employee_443,Male,57,IT,Analyst,153936,5037,4,23,96.7,1,12,Remote,LinkedIn,4,No,0,50+,High (>$120k),Excellent,Low (<5 days)
EMP0444,Employee_444,Male,51,HR,Analyst,56279,15848,4,29,79.3,12,23,On-site,Referral,1,No,0,50+,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0445,Employee_445,Female,44,Finance,Manager,108665,3715,4,39,96.3,28,22,Remote,Referral,1,No,0,40-49,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0446,Employee_446,Female,35,Sales,Director,143751,14877,3,28,96.9,12,11,Remote,Website,4,No,0,30-39,High (>$120k),Excellent,Medium (5-15 days)
EMP0447,Employee_447,Non-Binary,35,Finance,Analyst,144433,7837,3,62,88.7,18,29,Hybrid,Website,3,Yes,1,30-39,High (>$120k),Good,High (>15 days)
EMP0448,Employee_448,Female,23,Finance,Manager,111386,1301,4,65,91.4,17,30,Remote,Website,3,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0449,Employee_449,Male,58,Sales,Executive,126124,7370,3,86,84.6,27,27,On-site,Website,3,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0450,Employee_450,Male,26,HR,Analyst,145750,18539,3,91,82,18,21,Hybrid,Agency,2,Yes,1,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0451,Employee_451,Female,59,Finance,Analyst,117485,6411,3,32,93,0,27,On-site,Agency,5,Yes,1,50+,Medium ($70k-$120k),Good,Low (<5 days)
EMP0452,Employee_452,Female,35,IT,Manager,114055,6365,4,71,96.5,7,12,Hybrid,Agency,4,No,0,30-39,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0453,Employee_453,Male,46,Sales,Director,131911,15449,4,42,91.4,21,24,On-site,Website,2,No,0,40-49,High (>$120k),Good,High (>15 days)
EMP0454,Employee_454,Female,41,Operations,Analyst,138618,692,3,27,87.8,15,6,Remote,Website,3,No,0,40-49,High (>$120k),Good,Medium (5-15 days)
EMP0455,Employee_455,Male,23,HR,Executive,117273,1478,4,82,79,28,5,Remote,Referral,4,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0456,Employee_456,Male,27,Sales,Analyst,106670,6396,3,42,76.3,1,23,Remote,LinkedIn,2,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0457,Employee_457,Male,38,Operations,Executive,116474,8448,2,41,86.1,7,18,On-site,Referral,1,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0458,Employee_458,Male,46,Operations,Specialist,94028,10622,3,70,76.2,5,18,Hybrid,Agency,3,No,0,40-49,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0459,Employee_459,Male,49,Finance,Specialist,130022,16825,3,63,89.2,15,35,Hybrid,Referral,2,No,0,40-49,High (>$120k),Good,Medium (5-15 days)
EMP0460,Employee_460,Male,23,Finance,Executive,153892,10073,3,26,84.6,22,8,Hybrid,Website,1,Yes,1,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0461,Employee_461,Male,56,Finance,Director,131632,2646,5,28,93.9,10,35,Remote,Agency,3,No,0,50+,High (>$120k),Good,Medium (5-15 days)
EMP0462,Employee_462,Female,58,Sales,Analyst,146651,5209,3,79,82.6,16,37,On-site,Agency,5,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0463,Employee_463,Female,26,Sales,Analyst,111128,6533,3,43,89.8,22,39,Hybrid,LinkedIn,3,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0464,Employee_464,Female,22,HR,Specialist,58108,7211,5,93,88.4,18,28,On-site,LinkedIn,5,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Good,High (>15 days)
EMP0465,Employee_465,Female,33,Finance,Executive,92495,9927,3,34,75.1,10,23,Hybrid,Agency,5,No,0,30-39,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0466,Employee_466,Male,57,Operations,Analyst,122806,11927,4,77,76.8,27,4,Remote,Agency,5,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0467,Employee_467,Male,44,IT,Analyst,133185,19029,3,83,82.3,7,25,On-site,Referral,4,No,0,40-49,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0468,Employee_468,Female,52,HR,Director,116533,9316,4,83,97.1,21,13,Hybrid,Agency,4,No,0,50+,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0469,Employee_469,Male,32,Sales,Manager,139025,12177,3,97,78.7,3,38,Hybrid,Website,5,No,0,30-39,High (>$120k),Needs Attention,Low (<5 days)
EMP0470,Employee_470,Female,31,HR,Specialist,96830,10846,4,94,92.8,10,28,Hybrid,Referral,1,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
